title,product_price,special_price,stock_status,brand,product_model,warranty,short_description,chipset,memory,storage,battery,operating_system,color
ASUS VIVOBOOK 15 X1504VA CORE I3 13TH GEN 15.6 FULL HD DISPLAY 8GB RAM 256GB SSD QUIET BLUE LAPTOP,"71,000৳","70,000৳",In Stock,Asus,Vivobook 15 X1504VA,2 Year'S,"['Intel Core i3-1315U Processor', 'Intel UHD Graphics', '256GB M.2 NVMe PCIe 4.0 SSD', '15.6inch FHD LED Display']",AMD Ryzen™ 7 7730U,"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200MHz On Board
Total System Memory- DDR4 8GB
Disclaimer For Memory- Dual-Channel Memory Support Requires At Least One SO-DIMM Module.",512GB PCIe SSD (Extra HDD Slot Available),"Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 45W
Adapter Type- AC Adapter",Windows 11 Home,Quiet Blue
Asus VivoBook 15 X1502ZA Intel Core I3 1220P 12th Gen 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Blue Laptop,"75,400৳","69,800৳",In Stock,Asus,VivoBook 15 X1502ZA,2 Years,"['Intel Core i3 12th Gen', '8GB RAM | 512GB SSD', '15.6 Inch FHD IPS Display', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200MHz On Board
Total System Memory- DDR4 8GB
Disclaimer For Memory- Dual-Channel Memory Support Requires At Least One SO-DIMM Module.",512GB,"Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 45W
Adapter Type- AC Adapter",Windows 11 Home,Quiet Blue
Asus VivoBook 15 X1502ZA Intel Core I3 1215U 12th Gen 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,"68,000৳","63,500৳",In Stock,Asus,VivoBook 15 X1502ZA,2 Years,"['Intel Core i3 12th Gen', '4GB RAM | 512GB SSD', '15.6 Inch FHD IPS Display', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200MHz On Board
Total System Memory- DDR4 8GB
Disclaimer For Memory- Dual-Channel Memory Support Requires At Least One SO-DIMM Module.",512GB,"Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 45W
Adapter Type- AC Adapter",Windows 11 Home,Quiet Blue
ASUS VIVOBOOK 15 X1502ZA INTEL CORE I3 1215U 12TH GEN 8GB RAM 256GB SSD 15.6 INCH FHD DISPLAY TERRA COTTA LAPTOP,"65,500৳","63,500৳",In Stock,Asus,VivoBook 15 X1502ZA,2 Years,"[' Intel Core i3-1215U 12th Gen Processor', '8GB RAM | 256GB SSD', '15.6 inch FHD Display', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"Size : 8GB(On Board)
Type : DDR4
Total Slot: 1","Size : 256GB
Format : M.2 NVMe PCIe 3.0 SSD (1x M.2 2280 PCIe 4.0x4 Support)
Extra Slot : No","Cell : 3 Cell
Size : 42 Wh
Category : Lithium Ion (Li-Ion)
Power Brick : 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz Universal",Windows 11 Home - ASUS Recommends Windows 11 Pro For Business,Terra Cotta
ASUS VIVOBOOK 15 X1502ZA CORE I5 12TH GEN 8GB RAM 512GB SSD 15.6 INCH FULL HD DISPLAY TERRA COTTA LAPTOP,"83,000৳","79,500৳",In Stock,Asus,VIVOBOOK 15 X1502ZA,2 Years,"['Processor: Intel Core i5', 'RAM: 8GB DDR4 , Storage: 512GB SSD', 'Display: 15.6"" FHD (1920X1080) Display ', 'Features: Backlit Chiclet Keyboard, Type-C']",AMD Ryzen™ 7 7730U,"RAM- 8GB
Installed RAM Details- 1 X 8GB Non Removable
RAM Type- DDR4 3200MHz
Total RAM Slot- 1","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 45W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A, 90W",Windows 11 Home 64-Bit,Terra Cotta
ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 8GB RAM 512GB SSD LAPTOP (ICELIGHT SILVER ),"69,990৳","68,490৳",In Stock,Asus,VivoBook 15 X1502ZA,2 Years,"['Intel Core I3-1220P Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '15.6-Inch, FHD (1920 X 1080) Display', '8GB DDR4 Memory']",AMD Ryzen™ 7 7730U,"4GB DDR4 On Board + 4GB Removeable
Total System Memory Upgradeable To:12GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,ICELIGHT SILVER
ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 8GB RAM 256GB SSD LAPTOP (QUIET BLUE),"65,500৳","68,490৳",In Stock,Asus,VIVOBOOK 15 X1502ZA,2 Years,"['Intel Core I3 12Th Gen', '256GB M.2 NVMe PCIe 3.0 SSD', '15.6-inch, FHD (1920 x 1080) Display', '8GB DDR4 RAM']",AMD Ryzen™ 7 7730U,"8GB DDR4 On Board
Extra RAM Slot Available
Total System Memory Upgradeable To:16GB",256GB SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Quiet Blue
ASUS VIVOBOOK 15 X1502ZA 15.6 INCH FULL HD DISPLAY CORE I3 12TH GEN 4GB RAM 256GB SSD LAPTOP,"63,900৳","68,490৳",In Stock,Asus,VIVOBOOK 15 X1502ZA,2 Years,"['Intel Core I3 12th Gen', '256GB M.2 NVMe PCIe 3.0 SSD', '15.6-Inch, FHD (1920 X 1080) Display', '4GB DDR4 RAM']",AMD Ryzen™ 7 7730U,"4GB DDR4 On Board
Extra RAM Slot Available",256GB SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Terra Cotta
ASUS VivoBook 15 X1500EA Intel Core I3-1115G4 11th Gen 8GB RAM 256GB SSD 15.6-Inch FHD Display Indie Black Laptop,"59,900৳","58,500৳",In Stock,Asus,VivoBook 15 X1500EA,2 Years,"['Intel Core i3-1115G4 11th Gen', '15.6-inch FHD Display', '8GB RAM | 256GB SSD', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"4GB DDR4 On Board
Extra RAM Slot Available",256GB SSD + 1TB HDD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home,Indie Black
Asus VivoBook 15 X1500EA 15.6 Full HD Display Core I3 11th Gen 8GB RAM 1TB HDD Laptop,"63,000৳","62,800৳",In Stock,Asus,VivoBook 15 X1500EA,2 Years,"['Intel Core i3-1115G4 Processor ', '8GB DDR4 RAM', '1TB HDD', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),"1TB SATA 5400RPM 2.5"" HDD","37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11,Indie Black
ASUS VIVOBOOK 15 M1502IA AMD RYZEN 5 4600H 8GB RAM 512GB SSD 15.6 INCH FULL HD DISPLAY QUIET BLUE LAPTOP,"73,500৳","62,800৳",In Stock,Asus,VIVOBOOK 15 M1502IA,2 Year'S,"['AMD Ryzen 5 4600H', '8GB DDR4 on board', '512GB M.2 NVMe PCIe 4.0 SSD', '15.6 inch FHD LED Display']",AMD Ryzen™ 7 7730U,"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200 MHz On Board
Total System Memory- DDR4 8GB
Upgradable; Need To Remove Bottom/Top Case","1TB SATA 5400RPM 2.5"" HDD","Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 90W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A, 90W",Windows 11 Home,Quiet Blue
Asus VivoBook 15 K513EA Intel Core I3 1115G4 11th Gen 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,"66,730৳","61,900৳",In Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i3 11th Gen', '4GB RAM | 512GB SSD', '15.6 Inch FHD OLED Display', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200 MHz On Board
Total System Memory- DDR4 8GB
Upgradable; Need To Remove Bottom/Top Case",512GB,"Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 90W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A, 90W",Windows 11 Home,Hearty Gold
Asus VivoBook 14 X415EA 14 Inch Full HD Display Core I3 11th Gen 4GB RAM 256GB SSD Laptop (Transparent Silver),"54,000৳","61,900৳",In Stock,Asus,VivoBook 14 X415EA,2 Years,"['Intel Core i3-1115G4 Processor', '4GB DDR4 RAM', '256GB PCIEG3 SSD', '14.0” FHD (1920X1080) Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHZ RAM (Extra Ram Slot Available),256GB PCIEG3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion Plug Type:Ø4 (Mm)
Ø4.0, 45W AC Adapter,
Output: 19V DC, 2.37A, 45W,
Input: 100~240V AC 50/60Hz Universal",Windows 10 Home,Transparent Silver
ASUS Vivobook 14 X1402ZA 14 Inch Full HD Display Core I5 12th Gen 8GB RAM 512GB SSD Laptop,"87,800৳","61,900৳",In Stock,Asus,Vivobook 14 X1402ZA,2 Years,"['Intel Core I5-1240P Processor ', '14.0-Inch, FHD (1920 X 1080) Display', '8GB DDR4 RAM', '512GB M.2 NVMe PCIe 3.0 SSD']",AMD Ryzen™ 7 7730U,"8GB DDR4 On Board
Extra RAM Slot Available
Total System Memory Upgradeable To:16GB",512GB M.2 NVMe PCIe 3.0 SSD (Expendable Up To 2TB),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Quiet Blue
ASUS Vivobook 14 X1402ZA 14 Inch FHD Display Core I3 12th Gen 4GB RAM 512GB SSD Laptop,"69,000৳","61,900৳",In Stock,Asus,Vivobook 14 X1402ZA,2 Years,"['512GB M.2 NVMe PCIe 3.0 SSD', '4GB DDR4  RAM', 'Intel UHD Graphics', 'Bluetooth 5']",AMD Ryzen™ 7 7730U,"4GB DDR4 On Board
Extra RAM Slot Available
Total System Memory Upgradeable To:12GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Quiet Blue
Asus VivoBook 14 X1400EA 14 Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"78,500৳","61,900৳",In Stock,Asus,VivoBook 14 X1400EA,2 Years,"['Intel Core i5-1135G7 Processor ', '8GB DDR4 RAM', '512GB M.2 NVMe PCIe 3.0 SSD', '14"" FHD LED Display']",AMD Ryzen™ 7 7730U,8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11,Indie Black
ASUS VIVOBOOK 14 M1405YA AMD RYZEN 5 7530U 8GB RAM 512GB SSD 14 INCH WUXGA DISPLAY INDIE BLACK LAPTOP,"80,000৳","78,000৳",In Stock,Asus,VIVOBOOK 14 M1405YA,2 Years,"['AMD RYZEN 5 7530U Processor', '8GB RAM | 512GB SSD', '14 INCH WUXGA DISPLAY', 'AMD Radeon Graphics']",AMD Ryzen™ 7 7730U,"Size : 8GB
Type : DDR4
Bus Speed (MHz) : 3200 MHz
Total Slot: 2
Max. Capacity : Up To 16GB","Size : 512GB
Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : (1x M.2 2280 PCIe 3.0x4)","Cell : 3 Cell
Size : 42 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 45W AC Adapter",Windows 11 Home,INDIE BLACK
ASUS TUF GAMING F15 FX507ZC4 INTEL CORE I7 12700H 12TH GEN RTX 3050 4GB GRAPHICS 8GB RAM 512GB SSD 15.6 INCH FHD 144HZ IPS DISPLAY MECHA GRAY GAMING LAPTOP,"131,900৳","78,000৳",In Stock,Asus,Tuf Gaming F15 FX507ZC4,2 Years,"['Intel Core i7 12th Gen Processor', 'NVIDIA GeForce RTX 3050 GPU', '8GB RAM | 512GB  SSD', '15.6"" FHD IPS DISPLAY ']",AMD Ryzen™ 7 7730U,"Size : 8GB (Removable)
Type : DDR4
Bus Speed (MHz) : 3200MHz
Total Slot: 2
Max. Capacity : Up To 32GB","Size : 512GB
Format : M.2 NVME PCIE 3.0 SSD
Extra Slot : Yes","Cell : 4 Cell
Size : 56 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 200W AC Adapter",Windows 11 Home,MECHA GRAY
ASUS TUF GAMING F15 FX507ZC4 INTEL CORE I5 12500H 12TH GEN RTX 3050 4GB GRAPHICS 8GB RAM 512GB SSD 15.6 INCH FHD 144HZ IPS DISPLAY MECHA GRAY GAMING LAPTOP,"115,500৳","78,000৳",In Stock,Asus,Tuf Gaming F15 FX507ZC4,2 Years,"['Intel Core i5 12th Gen Processor', 'NVIDIA GeForce RTX 3050 GPU', '8GB RAM | 512GB  SSD', '15.6"" FHD IPS DISPLAY ']",AMD Ryzen™ 7 7730U,"Size : 8GB (Removable)
Type : DDR4
Bus Speed (MHz) : 3200MHz
Total Slot: 2
Max. Capacity : Up To 32GB","Size : 512GB
Format : M.2 NVME PCIE 3.0 SSD
Extra Slot : Yes","Cell : 4 Cell
Size : 56 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 200W AC Adapter",Windows 11 Home,MECHA GRAY
ASUS TUF GAMING F15 FX506HF INTEL CORE I7 11800H 11TH GEN RTX 2050 4GB GRAPHICS 8GB RAM 512GB SSD 15.6 INCH FHD 144HZ IPS DISPLAY GRAPHITE BLACK GAMING LAPTOP,"110,500৳","107,000৳",In Stock,Asus,TUF GAMING F15 FX506HF,2 Years,"['Intel Core i7 11th Gen Processor', 'NVIDIA GeForce RTX 2050 GPU', '8GB RAM | 512GB  SSD', '15.6"" FHD IPS DISPLAY ']",AMD Ryzen™ 7 7730U,"Size : 8GB (Removable)
Type : DDR4
Bus Speed (MHz) : 3200MHz
Total Slot: 2
Max. Capacity : Up To 32GB","Size : 512GB
Format : M.2 NVME PCIE 3.0 SSD
Extra Slot : Yes","Cell : 4 Cell
Size : 48 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 150W AC Adapter",Windows 11 Home,Graphite Black
ASUS TUF GAMING F15 FX506HE INTEL CORE I7 11800H 11TH GEN RTX 3050TI 4GB GRAPHICS 8GB RAM 512GB SSD 15.6 INCH FHD 144HZ IPS DISPLAY GRAPHITE BLACK GAMING LAPTOP,"129,900৳","107,000৳",In Stock,Asus,TUF GAMING F15 FX506HE,2 Years,"['Intel Core i7 11th Gen Processor', 'NVIDIA GeForce RTX 3050TI GPU', '8GB RAM | 512GB  SSD', '15.6"" FHD IPS DISPLAY ']",AMD Ryzen™ 7 7730U,"Size : 8GB (Removable)
Type : DDR4
Bus Speed (MHz) : 3200MHz
Total Slot: 2
Max. Capacity : Up To 32GB","Size : 512GB
Format : M.2 NVME PCIE 3.0 SSD
Extra Slot : Yes","Cell : 4 Cell
Size : 56 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 200W AC Adapter",Windows 11 Home,Graphite Black
ASUS TUF GAMING A16 FA617NS ADVANTAGE EDITION 16 INCH QHD+ IPS DISPLAY RYZEN 7 7735HS 16GB DDR5 RAM 512GB SSD LAPTOP WITH AMD RADEON RX 7600S 8GB GRAPHICS,"169,900৳","107,000৳",In Stock,Asus,TUF Gaming A16 Advantage Edition,2 Year'S,"[' AMD Ryzen 7 7735HS', '16GB DDR5 4800MHz RAM', '512GB PCIe 4.0 NVMe™ M.2 SSD', 'AMD Radeon RX 7600S']",AMD Ryzen™ 7 7730U,"RAM- 16GB
Bus Speed- 4800MHz
RAM Type- DDR5
Removable- Yes
Total RAM Slot- 2
Max Memory- 32GB","Storage Type- PCIe 4.0 NVMe M.2 SSD
Storage Capacity- 512GB
Extra M.2 Slot- Yes
Storage Support- Support PCIE Gen4x4","Battery Technology- 4S1P, 4-Cell Li-Ion
Number Of Battery Cells- 4
Battery Capacity- 90 Wh
Adapter Type- Ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz Universal",Windows 11 Home,Sandstorm
ASUS TUF GAMING A15 FA507XU AMD RYZEN 9 7940HS RTX 4060 8GB GRAPHICS 8GB DDR5 RAM 512GB SSD 15.6 INCH FHD 144HZ DISPLAY JAEGER GRAY GAMING LAPTOP (FA507XV-HQ042W),"179,900৳","107,000৳",In Stock,Asus,TUF Gaming A15 FA507XU,2 Years,"['AMD Ryzen 9 7940HS', 'NVIDIA GeForce RTX 4060 Graphics', 'RAM: 8GB DDR5 , Storage: 512GB SSD', '15.6 inch 144Hz Display ']",AMD Ryzen™ 7 7730U,"RAM Size : 8GB
Memory Type : DDR5
RAM Bus Speed (MHz) : 4800MHz
Total RAM Slot: 2
Max RAM Capacity : Up To 32GB","Storage Size : 512GB
Storage Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : Yes M.2 PCIe Up To 2TB","Battery Cell : 4 Cell
Battery Size : 90 Wh
Battery Category : Lithium Ion (Li-Ion)
Power Brick : 240W AC Adapter",Windows 11 Home,Jaeger Gray
ASUS TUF GAMING A15 FA507XU AMD RYZEN 9 7940HS RTX 4060 16GB GRAPHICS 8GB DDR5 RAM 512GB SSD 15.6 INCH FHD 144HZ DISPLAY JAEGER GRAY GAMING LAPTOP (FA507XV-HQ042W),"184,500৳","179,900৳",In Stock,Asus,TUF Gaming A15 FA507XU,2 Years,"['AMD Ryzen 9 7940HS', 'NVIDIA GeForce RTX 4060 Graphics', 'RAM: 16GB DDR5 , Storage: 512GB SSD', '15.6 inch 144Hz Display ']",AMD Ryzen™ 7 7730U,"RAM Size : 8GB
Memory Type : DDR5
RAM Bus Speed (MHz) : 4800MHz
Total RAM Slot: 2
Max RAM Capacity : Up To 32GB","Storage Size : 512GB
Storage Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : Yes M.2 PCIe Up To 2TB","Battery Cell : 4 Cell
Battery Size : 90 Wh
Battery Category : Lithium Ion (Li-Ion)
Power Brick : 240W AC Adapter",Windows 11 Home,Jaeger Gray
ASUS TUF GAMING A15 FA507XU AMD RYZEN 9 7940HS RTX 4050 6GB GRAPHICS 8GB DDR5 RAM 512GB SSD 15.6 INCH FHD 144HZ DISPLAY MECHA GRAY GAMING LAPTOP (FA507XU-LP019W),"169,900৳","179,900৳",In Stock,Asus,TUF Gaming A15 FA507XU,2 Years,"['AMD Ryzen 9 7940HS', 'NVIDIA GeForce RTX 4050 Graphics', 'RAM: 8GB DDR5 , Storage: 512GB SSD', '15.6 inch 144Hz Display ']",AMD Ryzen™ 7 7730U,"RAM Size : 8GB
Memory Type : DDR5
RAM Bus Speed (MHz) : 4800MHz
Total RAM Slot: 2
Max RAM Capacity : Up To 32GB","Storage Size : 512GB
Storage Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : Yes M.2 PCIe Up To 2TB","Battery Cell : 4 Cell
Battery Size : 90 Wh
Battery Category : Lithium Ion (Li-Ion)
Power Brick : 240W AC Adapter",Windows 11 Home,Mecha Gray
ASUS TUF DASH F15 FX517ZM 15.6 INCH FULL HD 300HZ DISPLAY CORE I7 12TH GEN 16GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS (OFF-BLACK),"203,000৳","179,900৳",In Stock,Asus,TUF Dash F15 FX517ZM,2 Years,"['Intel Core i7-12650H Processor ', '16GB DDR5 RAM | 512GB SSD', '15.6"" 1920 x 1080 Full HD 300Hz Display', 'RTX 3060 6GB GDDR6 Graphics']",AMD Ryzen™ 7 7730U,"16GB DDR5-4800, SO-DIMM X 2 Slots,
Max Capacity: 32GB
Support Dual Channel Memory",512GB M.2 NVMe PCIe 3.0 SSD,"76WHrs, 4S1P, 4-Cell Li-Ion",Windows 11 Home,OFF Black
ASUS TUF DASH F15 FX517ZM 15.6 INCH FULL HD 300HZ DISPLAY CORE I5 12TH GEN 16GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS (OFF-BLACK),"188,000৳","186,000৳",In Stock,Asus,TUF Dash F15 FX517ZM,2 Years,"['Intel Core i5-12450H Processor ', '16GB DDR5 RAM | 512GB SSD', '15.6"" Full HD 300Hz Display', 'RTX 3060 6GB GDDR6 Graphics']",AMD Ryzen™ 7 7730U,"16GB DDR5-4800, SO-DIMM X 2 Slots,
Max Capacity: 32GB
Support Dual Channel Memory",512GB M.2 NVMe PCIe 3.0 SSD,"76WHrs, 4S1P, 4-Cell Li-Ion",Windows 11 Home,OFF Black
ASUS TUF DASH F15 FX517ZE 15.6 INCH FULL HD 300HZ DISPLAY CORE I7 12TH GEN 16GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 TI 4GB GRAPHICS (OFF-BLACK),"174,000৳","186,000৳",In Stock,Asus,TUF Dash F15 FX517ZE,2 Years,"['Intel Core i7-12650H Processor ', '16GB DDR5 RAM | 512GB SSD', '15.6"" 1920 x 1080 Full HD 300Hz Display', 'RTX 3050 Ti 4GB GDDR6 Graphics']",AMD Ryzen™ 7 7730U,"16GB DDR5-4800, SO-DIMM X 2 Slots,
Max Capacity: 32GB
Support Dual Channel Memory",512GB M.2 NVMe PCIe 3.0 SSD,"76WHrs, 4S1P, 4-Cell Li-Ion",Windows 11 Home,Off-Black
ASUS TUF DASH F15 FX517ZE 15.6 INCH FULL HD 300HZ DISPLAY CORE I5 12TH GEN 16GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 TI 4GB GRAPHICS (OFF-BLACK),"153,900৳","186,000৳",In Stock,Asus,TUF Dash F15 FX517ZE,2 Years,"['Intel Core i5-12450H Processor ', '16GB DDR5 RAM | 512GB SSD', '15.6"" 1920 x 1080 Full HD 300Hz Display', 'RTX 3050 Ti 4GB GDDR6 Graphics']",AMD Ryzen™ 7 7730U,"16GB DDR5-4800, SO-DIMM X 2 Slots,
Max Capacity: 32GB
Support Dual Channel Memory","512GB M.2 NVMe PCIe 3.0 SSD
Additional SSD Can Be Added","76WHrs, 4S1P, 4-Cell Li-Ion",Windows 11 Home,Off-Black
ASUS ROG STRIX G15 G713RM AMD RYZEN 7 6800H RTX 3060 6GB GRAPHICS 16GB DDR5 RAM 512GB SSD 17.3 INCH FHD 360HZ IPS DISPLAY ECLIPSE GRAY LAPTOP,"190,000৳","187,000৳",In Stock,Asus,ROG Strix G15 G713RM,2 Years,"['AMD Ryzen 7 6800H Processor', 'NVIDIA GeForce RTX 3060 Graphics', '16GB RAM | 512GB SSD', '17.3 inch FHD IPS Display ']",AMD Ryzen™ 7 7730U,"Size : 16GB(8*2 SO-DIMM) (Non-Removable)
Type : DDR5
Bus Speed (MHz) : 4800MHz
Total Slot: 2
Max. Capacity : Up To 32GB","Size : 512GB
Format : PCIe 4.0 NVMe M.2 SSD
Extra Slot : No(SSD Upgradeable)","Cell : 4 Cell
Size : 90 Wh
Cell Type : Integrated Lithium Ion (Li-Ion)
Power Brick : 240W AC Adapter",Windows 11 Home,Eclipse Gray
Asus ProArt Studio Book Pro W7600H3A 16 Inch 4K OLED Display Core I7 11th Gen 32GB RAM 1TB SSD Creator Laptop With RTX A3000 6GB Graphics,"360,000৳","187,000৳",In Stock,Asus,ProArt Studio Book Pro W7600H3A,2 Years,"['Intel Core I7-11800H Processor', '16.0-Inch, 4K (3840 X 2400) OLED Display', '32GB Of DDR4 Memory', 'NVIDIA RTX A3000 Laptop GPU']",AMD Ryzen™ 7 7730U,32GB DDR4,1TB M.2 NVMe PCIe 3.0 Performance SSD,"90WHrs, 4S1P, 4-Cell Li-Ion",Windows 11 Home,Star Black
ASUS P1511CMA 15.6 INCH DISPLAY CELERON N4020 4GB RAM 1TB HDD LAPTOP,"37,500৳","187,000৳",In Stock,Asus,P1511CMA,2 Years,"['15.6 inch Display', 'Intel Celeron N4020', '4GB DDR4 Ram', '1TB SATA HDD']",AMD Ryzen™ 7 7730U,4GB DDR4 Removable,"1TB SATA 5400RPM 2.5"" HDD
Extra M.2 NVMe Slot","37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 Home - ASUS Recommends Windows 11 Pro For Business,Slate Grey
ASUS EXPERTBOOK P1 P1512CEA 15.6 INCH FHD DISPLAY I3 11TH GEN 8GB 3200MHZ RAM 1TB HDD & 256GB SSD LAPTOP With Backlit Keyboard (3 Years Warranty),"59,000৳","54,490৳",In Stock,Asus,P1512CEA,3 Year'S,[],AMD Ryzen™ 7 7730U,"8GB DDR4 3200MHZ, Memory Max Up To:16GB",1TB HDD & 256GB M.2 NVME PCIE SSD,"37WHrs, 2S1P, 2-Cell Li-Ion",Free Dos,SLATE GREY
ASUS EXPERTBOOK P1 P1512CEA 15.6 INCH FHD DISPLAY I3 11TH GEN 4GB 3200MHZ RAM 1TB HDD LAPTOP (SLATE GREY),"57,000৳","54,490৳",In Stock,Asus,P1512CEA,3 Year'S,[],AMD Ryzen™ 7 7730U,4GB DDR4 3200MHZ (4GB On Board) (Support Max Upto:16GB),1TB HDD M.2 (Extra M.2 NVME Slot),"37WHrs, 2S1P, 2-Cell Li-Ion",Free Dos,SLATE GREY
ASUS EXPERTBOOK L2 FLIP L2402FYA AMD RYZEN 5 5625U 8GB RAM 512 GB SSD 14 INCH TOUCHSCREEN LED DISPLAY LAPTOP,"108,000৳","98,000৳",In Stock,Asus,EXPERTBOOK L2 FLIP,3 Years,"['RAM - 8GB', 'Storage - 512GB SSD', 'Processor Type. - Ryzen 5', 'Display Size (Inch) - 14']",AMD Ryzen™ 7 7730U,"RAM: 1 X 8GB DDR4 Removable
Total RAM Slot: 2
Empty/Expansion RAM Slot: 1
Max. RAM Support: 24GB",1TB HDD M.2 (Extra M.2 NVME Slot),"3 Cell 48Wh Li-Ion Battery.
Backup Time: Up To 12 Hrs.",Free-Dos,Star Black
ASUS EXPERTBOOK B7 FLIP B7402FEA 14.0 INCH WUXGA Touch DISPLAY CORE I7 11TH GEN 16 GB RAM 512GB SSD 2 In 1 LAPTOP,"160,000৳","150,000৳",In Stock,Asus,EXPERTBOOK B7 FLIP B7402FEA,3 Years,"['Intel Core i7-1195G7 Processor', '16GB DDR4 3200mhz RAM', '512 GB G3 SSD', '14.o inch FHD Display']",AMD Ryzen™ 7 7730U,16GB DDR4 3200Mhz,"512GB G3 SSD
Additional Ram Slot Available","63WHrs, 3S1P, 3-Cell Li-Ion",Free Dos,Star Black
