title,product_price,special_price,stock_status,brand,product_model,warranty,short_description,chipset,memory,storage,battery,operating_system,color
ASUS ZENBOOK S 13 FLIP OLED UP5302ZA INTEL CORE I7 1260P 12TH GEN 16GB DDR5 RAM 512GB SSD 13.3 INCH 3K TOUCH PONDER BLUE LAPTOP (UP5302ZA-LX137W),"183,000৳","176,000৳",In Stock,Asus,Zenbook S 13 OLED UP5302ZA-LX155W,2 Year,"['Intel Core I7-1260P 12th Gen', '13.3-Inch OLED Display', '16GB RAM LPDDR5', '512GB M.2 NVMe PCIe 4.0 ']",Intel Integrated SoC,16GB (On Board) LPDDR5,512GB M.2 NVMe PCIe 4.0 Performance SSD,"4S1P, 4-Cell Li-Ion
Capacity 67WHrs",Windows 11 Home,Ponder Blue
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH 2.8K OLED DISPLAY INTEL CORE I7-12TH GEN 16GB RAM 1TB SSD TOUCH LAPTOP WITH IRIS XE GRAPHICS,"224,990৳","176,000৳",In Stock,Asus,ZENBOOK PRO 14 DUO OLED,2 Years,"['Intel I7-12700H Processor ', '14.5-Inch OLED Display', '16GB RAM LPDDR5', '1TB M.2 NVMe SSD']",Intel Integrated SoC,16GB LPDDR5,1TB M.2 NVMe PCIe 4.0 Performance SSD,"4S1P, 4-Cell Li-Ion
Battery Capacity 76WHrs",Windows 11 Home,Tech Black
Asus ZenBook Duo UX482EA 14 Inch Full HD Touch Screen Dual Display Core I7 11th Gen 16GB RAM 512GB SSD Laptop,"174,000৳","176,000৳",In Stock,Asus,ZenBook Duo UX482EA,2 Years,"['12.6-inch touchscreen ScreenPad Plus', '14-inch Full HD Touchscreen display', 'Intel Evo Platform with 11th generation ', '512GB PCIe NVMe M.2 SSD ']",Intel Integrated SoC,16GB 3200MHz LPDDR4X On Board,512GB M.2 NVMe PCIe 3.0 SSD,"70WHrs, 4S1P, 4-Cell Li-Ion",Windows 10,Celestial Blue
ASUS ZENBOOK 14 UM425UA-R5 RYZEN R5 5500U 14.0 INCH FULL HD 8GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS (KI326W),"90,000৳","86,000৳",In Stock,Asus,ZENBOOK 14 UM425UA-R5,2 Years,"['RYZEN R5 5500U', '8GB RAM', '512GB SSD', 'AMD Radeon Graphics']",Intel Integrated SoC,8GB LPDDR4X RAM,512GB M.2 NVMe PCIe G3 SSD,3 -Cell 42 Wh Lithium-Polymer Battery Battery,Windows 11,PINE GREY
ASUS ZENBOOK 14 FLIP OLED UP3404VA INTEL CORE I7 1360P 13TH GEN 16GB DDR5 RAM 512GB SSD 14 INCH OLED 2.8K TOUCH DISPLAY FOGGY SILVER LAPTOP,"195,990৳","86,000৳",In Stock,Asus,Zenbook 14 Flip OLED UP3404VA,2 Years,"['INTEL CORE I7 1360P 13TH GEN', '14"" 2.8K (2880 x 1800) OLED Touch', 'RAM: 16GB LPDDR5, Storage: 512GB SSD', '2 IN 1 LAPTOP']",Intel Integrated SoC,"RAM Size : 16GB
Memory Type : LPDDR5
Total RAM Slot: 1
Max RAM Capacity : 16GB","Storage Size : 512GB
Storage Format : NVMe PCIe 4.0
Extra Slot : No","Battery Cell : 4 Cell
Battery Size : 75Wh
Battery Category : Lithium Ion (Li-Ion)
Power Brick : TYPE-C, 65W AC Adapter",Windows 11,FOGGY SILVER
ASUS ZENBOOK 14 FLIP OLED UP3404VA CORE I5 13TH GEN 14 INCH 2.8K OLED TOUCH DISPLAY 16GB DDR5 RAM 512GB GEN 4 SSD FOGGY SILVER LAPTOP,"159,000৳","86,000৳",In Stock,Asus,ZENBOOK 14 FLIP OLED UP3404VA,2 Year'S,"['Processor Type. - Core i5', 'Generation - 13th (Intel)', '14-inch OLED 2.8K Touch display', 'RAM - 16GB DDR5 / Storage - 512GB SSD']",Intel Integrated SoC,"RAM- 16GB
RAM Type- LPDDR5 On Board
Total System Memory Upgradeable To:16GB
Supports Dual-Channel Memory","Storage- 512GB SSD
Installed SSD Type- M.2 NVMe PCIe 4.0 SSD","Battery- 4 Cell
Battery Capacity- 75Wh
Battery Type- Li-Ion
Power Adapter- 65W
Adapter Type- AC Adapter TYPE-C",Windows -11 Home,Foggy Silver
Asus Vivobook X515KA 15.6 Inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,"42,000৳","37,800৳",In Stock,Asus,Vivobook X515KA,2 Years,"['Processor: Intel Celeron N4500', 'Memory: 4GB DDR4 RAM', 'Storage: 1TB 5400RPM HDD', 'Display: 15.6"" HD (1280 X 720)']",Intel Integrated SoC,4GB DDR4 RAM Removable,1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 Home,Transparent Silver
Asus VivoBook S15 S513EQ Intel Core I7 1165G7 11th Gen MX350 2GB Graphics 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop (L1731W/L1659W),"120,000৳","115,000৳",In Stock,Asus,VivoBook S15 S513EQ,2 Years,"['Intel Core I7 11th Gen', '15.6"" FHD OLED Display', '8GB RAM | 512GB SSD', 'Nvidia MX350 Graphics']",Intel Integrated SoC,4GB DDR4 RAM Removable,512GB,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows-11 Home,Hearty Gold
Asus VivoBook S15 S513EQ Intel Core I7 1165G7 11th Gen MX350 2GB Graphics 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,"125,000৳","117,000৳",In Stock,Asus,VivoBook S15 S513EQ,2 Years,"['Intel Core I7 11th Gen', '15.6"" FHD OLED Display', '16GB RAM | 512GB SSD', 'Nvidia MX350 Graphics']",Intel Integrated SoC,4GB DDR4 RAM Removable,512GB,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows-11 Home,Hearty Gold
Asus VivoBook S15 S513EQ Intel Core I5 1135G7 11th Gen MX350 2GB Graphics 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop (L1661W-L1733W),"102,000৳","95,000৳",In Stock,Asus,VivoBook S15 S513EQ,2 Years,"['Intel Core I5 11th Gen', '15.6"" FHD OLED Display', '8GB RAM | 512GB SSD', 'Nvidia MX350 Graphics']",Intel Integrated SoC,4GB DDR4 RAM Removable,512GB,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows-11 Home,Hearty Gold
Asus VivoBook S15 S513EQ Intel Core I5 1135G7 11th Gen MX350 2GB Graphics 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,"104,500৳","97,000৳",In Stock,Asus,VivoBook S15 S513EQ,2 Years,"['Intel Core I5 11th Gen', '15.6"" FHD OLED Display', '16GB RAM | 512GB SSD', 'Nvidia MX350 Graphics']",Intel Integrated SoC,4GB DDR4 RAM Removable,512GB,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows-11 Home,Hearty Gold
Asus VivoBook S15 S513EA Intel Core I5 1135G7 11th Gen 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,"96,000৳","88,999৳",In Stock,Asus,VivoBook S15 S513EA,2 Years,"['Intel Core I5 11th Gen', '15.6"" FHD OLED Display', '8GB RAM | 512GB SSD', 'Intel Iris Xe Graphics']",Intel Integrated SoC,4GB DDR4 RAM Removable,512GB,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows-11 Home,Indie Black
ASUS VIVOBOOK S 16 FLIP OLED TN3604YA 16INCH 2K OLED TOUCH AMD RYZEN 7 16GB RAM 512GB SSD LAPTOP,"142,900৳","88,999৳",In Stock,Asus,Vivobook S 16 Flip OLED TN3604,2 Year'S,"['AMD Ryzen 7 7730U', 'AMD Radeon Vega 7 Graphics', ""16'' 2K OLED Touch"", 'Windows 11 Pro']",AMD Ryzen™ 7 7730U,16 GB DDR4,512GB,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11,Midnight Black
ASUS VIVOBOOK S 14 FLIP TP3402VA INTEL CORE I5 1335U 13TH GEN 16GB RAM 512GB SSD 14 INCH WUXGA TOUCH DISPLAY QUIET BLUE LAPTOP,"124,000৳","88,999৳",In Stock,Asus,VIVOBOOK S 14 FLIP TP3402VA,2 Years,"['Intel Core i5 13TH Gen Processor', '14"" WUXGA Touch Display', '16GB RAM | 512GB SSD', 'Intel Iris X Graphics']",AMD Ryzen™ 7 7730U,"Size : 16GB (On-Board)(Removable)
Type : DDR4
Bus Speed (MHz) : 3200 MHz
Total Slot: 2
Max. Capacity : Up To 16GB","Size : 512GB
Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : No (M.2 NVMe PCIe SSD Supported)","Cell : 3 Cell
Size : 50 Whrs
Cell Type : Integrated (Li-Ion)
Power Brick : 45W AC Adapter",Windows 11 Home,Quiet Blue
ASUS VIVOBOOK PRO 15 M3500QC 15.6 INCH FULL HD DISPLAY RYZEN 5 5600H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS (KJ376W/KJ435W),"135,000৳","132,000৳",In Stock,Asus,VivoBook Pro 15 M3500QC,2 Years,"['AMD Ryzen 5 5600H Processor', '16GB DDR4 RAM | 512GB PCIe SSD', '15.6"" 1920 x 1080 FHD Display', 'NVIDIA GeForce RTX 3050 (4GB GDDR6)']",AMD Ryzen™ 7 7730U,16GB DDR4 Onboard,512GBM.2 NVMe PCIe 3.0 SSD,50 Wh 3-Cells Lithium-Polymer Battery,Windows 10 64-Bit,Cool Silver
Asus VivoBook Pro 15 K3500PA 15.6 Inch Full HD Display Core I7 11th Gen 8GB RAM 512GB SSD Laptop,"115,000৳","112,000৳",In Stock,Asus,VivoBook Pro 15 K3500PA,2 Years,"['3.3 GHz Intel Core i7 4-Core (11th Gen)', '8GB DDR4 RAM | 512GB PCIe SSD', '15.6"" 1920 x 1080 FHD Display', 'Intel Iris Xe Graphics']",AMD Ryzen™ 7 7730U,8GB DDR4 3200MHz Onboard,512GBM.2 NVMe PCIe 3.0 SSD,63Wh 3-Cells Lithium-Polymer Battery,Windows 10 64-Bit,Quiet Blue
ASUS VIVOBOOK M1505YA-R5 7530U 15.6 INCH OLED FHD DISPLAY AMD RYZEN R5 7530U 8GB RAM 512GB SSD LAPTOP,"91,000৳","89,000৳",In Stock,Asus,M1505YA,2 Years,"['8GB DDR4 RAM', '512 SSD ', '15.6-inch FHD', 'AMD Radeon Graphics']",AMD Ryzen™ 7 7730U,8GB (Onboard) DDR4 Up To 16GB,512GB PCIe Gen3 X2 M.2 SSD,"3-Cell Li-Ion
Capacity 50WH",Win-11 Home,Indie Black
ASUS VIVOBOOK GO 15 E1504FA AMD RYZEN 3 7320U 8GB DDR5 RAM 512GB SSD 15.6 INCH FHD DISPLAY MIXED BLACK LAPTOP,"65,000৳","62,000৳",In Stock,Asus,VivoBook Go 15 E1504FA,2 Year'S,"['AMD Ryzen 3 7320U', '8GB DDR5 RAM', '512GB SSD NVMe PCIe', 'AMD Radeon Graphics']",AMD Ryzen™ 7 7730U,"RAM- 8GB
Installed RAM Details- 1 X 8 GB Non-Removable
RAM Type- DDR5
Max. RAM Support- 8GB","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe","Battery- 3 Cell
Battery Capacity- 45 Wh
Battery Type- Li-Ion
Power Adapter- 45W",Windows -11 Home,Mixed Black
ASUS VIVOBOOK GO 15 E1504FA 15.6 INCH FULL HD LED DISPLAY RYZEN 5 7520U 16GB DDR5 RAM 512 SSD LAPTOP,"81,000৳","62,000৳",In Stock,Asus,VivoBook Go 15 E1504FA,2 Year'S,"['AMD Ryzen 5 7520U', '16GB LPDDR5 RAM', '512GB SSD NVMe PCIe', 'AMD Radeon Graphics']",AMD Ryzen™ 7 7730U,"RAM- 16GB
Installed RAM Details- 1 X 16 GB Non-Removable
RAM Type- LPDDR5
Max. RAM Support- 16GB","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe","Battery- 3 Cell
Battery Capacity- 42 Wh
Battery Type- Li-Ion
Backup Time- Up To 3 Hrs.
Power Adapter- 45W
Adapter Type- AC Adapter",Windows -11 Home,Mixed Black
ASUS VIVOBOOK FLIP 14 TM420UA RYZEN 7 5700U 8GB RAM 512GB SSD 14 INCH FULL HD TOUCH DISPLAY BESPOKE BLACK LAPTOP,"97,000৳","62,000৳",In Stock,Asus,VivoBook Flip 14 TM420UA,2 Years,"['AMD Ryzen 7 5700U', '8GB DDR4 RAM (4GB + 4GB)', '512GB M.2 NVMe PCIe 3.0 SSD', '14″ FHD (1920X1200) Touch Display']",AMD Ryzen™ 7 7730U,"Total RAM - 8GB
Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
Total System Memory- 4GB DDR4 On Board + 4GB DDR4 SO-DIMM
On Board Memory- 4GB DDR4 On Board
DIMM Memory- 4GB DDR4 SO-DIMM","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 65W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A",FREE DOS,Bespoke Black
ASUS VIVOBOOK E410MA INTEL CELERON N4020 4GB 256GB SSD 14 INCH HD DISPLAY STAR BLACK LAPTOP,"40,500৳","37,800৳",In Stock,Asus,VivoBook E410MA,2 Years,"['INTEL CELERON N4020', '4GB RAM | 256GB SSD', '14 INCH HD DISPLAY', 'Intel UHD Graphics 600']",AMD Ryzen™ 7 7730U,"Size : 4GB (On-Board)
Type : DDR4","Size : 256GB
Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : No","Cell : 3 Cell
Size : 42 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 33W AC Adapter",Windows 11 Home,Star Black
Asus Vivobook E410MA 14 Inch HD Display Celeron N4020 4GB RAM 256GB SSD Laptop (PEACOCK BLUE),"45,000৳","37,800৳",In Stock,Asus,E410MA,2 Years,"['Intel Celeron N4020 ', '256GB PCIEG3 SSD', 'Intel UHD Graphics', '4GB DDR4 Ram']",AMD Ryzen™ 7 7730U,4GB DDR4 RAM,256GB PCIEG3 SSD,2-Cell 37 Wh Lithium-Polymer Battery,Windows 10,PEACOCK BLUE
ASUS VIVOBOOK 16X OLED K3605ZF CORE I7 12TH GEN 16 INCH 3.2K OLED 120HZ DISPLAY 16GB RAM 512GB SSD INDIE BLACK LAPTOP WITH NVIDIA RTX 2050 4GB GRAPHICS,"167,000৳","164,500৳",In Stock,Asus,VIVOBOOK 16X OLED K3605ZF,2 Years,"['Processor: Intel Core i7-12650H ', 'RAM: 16GB DDR4 , Storage: 512GB SSD', '16” 3.2K 120 Hz OLED display', 'Nvidia RTX 2050 4GB GDDR6']",AMD Ryzen™ 7 7730U,"Total System Memory- DDR4 16GB 3200MHz
Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 On Board
DIMM Memory- 8GB DDR4 SO-DIMM
Disclaimer For Memory- Dual-Channel Memory Support Requires At Least One SO-DIMM Module.","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 63Wh
Battery Type- Li-Ion
Power Adapter- 120W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A",Windows 11 Home 64-Bit,Indie Black
ASUS VIVOBOOK 16X OLED K3605ZF CORE I5 12TH GEN 16 INCH 3.2K OLED 120HZ DISPLAY 16GB RAM 512GB SSD INDIE BLACK LAPTOP WITH NVIDIA RTX 2050 4GB GRAPHICS,"150,000৳","148,000৳",In Stock,Asus,VIVOBOOK 16X OLED K3605ZF,2 Years,"['Processor: Intel Core i5-12500H ', 'RAM: 16GB DDR4 , Storage: 512GB SSD', '16” 3.2K 120 Hz OLED display', 'Nvidia RTX 2050 4GB GDDR6']",AMD Ryzen™ 7 7730U,"Total System Memory- DDR4 16GB 3200MHz
Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 On Board
DIMM Memory- 8GB DDR4 SO-DIMM
Disclaimer For Memory- Dual-Channel Memory Support Requires At Least One SO-DIMM Module.","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 63Wh
Battery Type- Li-Ion
Power Adapter- 120W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A",Windows 11 Home 64-Bit,Indie Black
ASUS VIVOBOOK 16 X1605ZA INTEL CORE I5 1235U 12TH GEN 8GB RAM 512GB SSD 16 INCH WUXGA DISPLAY INDIE BLACK LAPTOP,"87,500৳","148,000৳",In Stock,Asus,VIVOBOOK 16 X1605ZA,2 Years,"['Intel Core I5 12th Gen Processor ', '8GB RAM | 512GB SSD', '16 INCH WUXGA DISPLAY', 'Intel Iris Xe Graphics']",AMD Ryzen™ 7 7730U,"Size : 8GB
Type : DDR4
Bus Speed (MHz) : 3200 MHz
Total Slot: 2
Max. Capacity : Up To 16GB","Size : 512GB
Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : (1x M.2 2280 PCIe 3.0x4)","Cell : 3 Cell
Size : 42 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 45W AC Adapter",Windows 11 Home,INDIE BLACK
ASUS VIVOBOOK 16 X1605ZA INTEL CORE I3 1215U 12TH GEN 8GB RAM 512GB SSD 16 INCH WUXGA DISPLAY INDIE BLACK LAPTOP,"72,000৳","148,000৳",In Stock,Asus,VIVOBOOK 16 X1605ZA,2 Years,"['Intel Core i3 12th Gen Processor ', '8GB RAM | 512GB SSD', '16 INCH WUXGA DISPLAY', 'Intel UHD Graphics']",AMD Ryzen™ 7 7730U,"Size : 8GB
Type : DDR4
Bus Speed (MHz) : 3200 MHz
Total Slot: 2
Max. Capacity : Up To 16GB","Size : 512GB
Format : M.2 NVMe PCIe 3.0 SSD
Extra Slot : (1x M.2 2280 PCIe 3.0x4)","Cell : 3 Cell
Size : 42 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 45W AC Adapter",Windows 11 Home,INDIE BLACK
ASUS VIVOBOOK 15X OLED K3504VA INTEL CORE I7 1360P 13TH GEN 16GB RAM 512GB SSD 15.6 INCH FHD OLED DISPLAY INDIE BLACK LAPTOP,"130,500৳","148,000৳",In Stock,Asus,Vivobook 15X OLED K3504VA,2 Years,"['Intel Core i7-1360P 13th Gen Processor', '15.6 inch  FHD OLED HDR Display', '16GB RAM | 512GB SSD', 'Intel Iris Xᵉ Graphics']",AMD Ryzen™ 7 7730U,"Size : 16GB (Upgradeable) (2 X 8GB Non-Removable)
Type : DDR4
Total Slot: 1","Size : 512GB
Format : M.2 NVMe PCIe 4.0 SSD
Extra Slot : No (1x M.2 2280 PCIe 4.0x4 Supported)","Cell : 3 Cell
Size : 50 Wh
Cell Type : Integrated (Li-Ion)
Power Brick : 65W AC Adapter",Windows 11 Home,Indie Black
ASUS VIVOBOOK 15X K3504ZA INTEL CORE I5 1235U 12TH GEN 8GB RAM 512GB SSD 15.6 INCH FHD DISPLAY COOL SILVER LAPTOP,"88,500৳","148,000৳",In Stock,Asus,VivoBook 15X K3504ZA,2 Years,"['Intel Core i5 12th Gen Processor', '8GB RAM| 512GB SSD', '15.6 Inch FHD (1920x1080) Display', 'Intel Iris X Graphics']",AMD Ryzen™ 7 7730U,"Size : 8GB (Onboard)
Type : DDR4
Total Slot: 2 (Removable)
Max. Capacity : Up To 24GB","Size : 512GB
Format : NVMe PCIe","Cell : 3 Cell
Size : 42 Wh
Category : Lithium Ion (Li-Ion)
Power Brick : 65W AC Adapter",Windows 11 Home,Cool Silver
ASUS VIVOBOOK 15X K3504ZA INTEL CORE I5 1235U 12TH GEN 16GB RAM 512GB SSD 15.6 INCH FHD DISPLAY COOL SILVER LAPTOP,"91,500৳","148,000৳",In Stock,Asus,VivoBook 15X K3504ZA,2 Years,"['Intel Core i5 12th Gen Processor', '16GB RAM| 512GB SSD', '15.6 Inch FHD (1920x1080) Display', 'Intel Iris X Graphics']",AMD Ryzen™ 7 7730U,"Size : 16GB (Onboard)
Type : DDR4
Total Slot: 2 (Removable)
Max. Capacity : Up To 24GB","Size : 512GB
Format : NVMe PCIe","Cell : 3 Cell
Size : 42 Wh
Category : Lithium Ion (Li-Ion)
Power Brick : 65W AC Adapter",Windows 11 Home,Cool Silver
ASUS VIVOBOOK 15X K3504VA INTEL CORE I5 1335U 13TH GEN 16GB RAM 512GB SSD 15.6 INCH FHD DISPLAY COOL SILVER LAPTOP,"106,500৳","148,000৳",In Stock,Asus,VIVOBOOK 15X K3504VA,2 Years,"['Intel Core i5 13th Gen Processor', '16GB RAM| 512GB SSD', '15.6 Inch FHD (1920x1080) Display', 'Intel Iris X Graphics']",AMD Ryzen™ 7 7730U,"Size : 16GB (Onboard)
Type : DDR4
Total Slot: 2 (Removable)
Max. Capacity : Up To 24GB","Size : 512GB
Format : NVMe PCIe Gen 4","Cell : 3 Cell
Size : 42 Wh
Category : Lithium Ion (Li-Ion)
Power Brick : 65W AC Adapter",Windows 11 Home,Cool Silver
ASUS VivoBook 15 X515FA 15.6 Inch FHD Display Core I3 10th Gen 4GB RAM 1TB HDD Laptop (Transparent Silver),"52,000৳","47,500৳",In Stock,Asus,VivoBook 15 X515FA,2 Years,"['Intel Core i3-10110U Processor ', '4GB DDR4 3200MHz SDRAM', '1TB SATA 5400RPM HDD', '15.6"" Full HD IPS Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available For Expand),1TB SATA 5400RPM HDD (Extra M.2 Nvme Slot Available For SSD),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 License,Transparent Silver
ASUS VivoBook 15 X515FA 15.6 Inch FHD Display Core I3 10th Gen 4GB RAM 1TB HDD Laptop (Slate Grey),"50,000৳","47,500৳",In Stock,Asus,VivoBook 15 X515FA,2 Years,"['Intel Core i3-10110U Processor ', '4GB DDR4 3200MHz SDRAM', '1TB SATA 5400RPM HDD', '15.6"" Full HD Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1TB SATA 5400RPM HDD (Extra M.2 NVmE SSD SLOT AVAILABLE),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 License,Slate Grey
ASUS VIVOBOOK 15 X515EA CORE I3 11TH GEN 8GB RAM 256GB SSD & 1TB HDD 15.6 INCH FHD DISPLAY PEACOCK BLUE LAPTOP,"55,400৳","52,990৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i3-1115G4 Processor ', '8GB DDR4 RAM', '1TB HDD & 256GB SSD', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,"RAM- 8GB
RAM Type- DDR4
Removable- Yes
Bus Speed- 3200MHz
Total RAM Slot- Extra Ram Slot Available For Expand","Storage Capacity- 1TB HDD & 256GB SSD
Storage Type- M.2 PCIE NVME SSD
Supported SSD Type- M.2 PCIE NVME SSD","Battery Type- 2-Cell Li-Ion
Battery Capacity- 37Wh
Adapter Type- 45W AC Adapter",Windows 11 Home,Peacock Blue
ASUS VivoBook 15 X515EA 15.6 Inch Full HD WV Display Core I5 11th Gen 4GB RAM 1TB HDD Laptop,"72,000৳","68,490৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1TB HDD (Extra M.2 Nvme Slot Available For SSD),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,SLATE GREY
ASUS VivoBook 15 X515EA 15.6 Inch Full HD WV Display Core I5 11th Gen 4GB RAM 1TB HDD FTPM Laptop,"70,500৳","68,500৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1TB HDD & FTPM (Extra M.2 Nvme Slot Available For SSD),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,PEACOCK BLUE
ASUS VivoBook 15 X515EA 15.6 Inch Full HD WV Display Core I3 11th Gen 4GB RAM 1TB HDD Laptop (Peacock Blue),"55,000৳","51,900৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i3-1115G4 Processor ', '4GB DDR4 RAM', '1TB HDD WITH FTPM', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz RAM (Extra Ram Slot Available For Expand),1TB HDD WITH (Extra M.2 Nvme Slot Available For SSD),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 Home,Peacock Blue
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I5 11th Gen 4GB RAM 512GB SSD Laptop (Peacock Blue),"74,500৳","51,900৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i5-1135G7 Processor ', '4GB DDR4 RAM', '512GB PCI-E G3 SSD', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCI-E G3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Peacock Blue
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I5 11th Gen 4GB RAM 1TB HDD Laptop (Peacock Blue),"70,000৳","68,500৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i5-1135G7 Processor ', '4GB DDR4 RAM', '1TB HDD', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1TB HDD (Extra M.2 Nvme Slot Available For SSD),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Peacock Blue
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I5 11th Gen 4GB RAM 1TB HDD Laptop,"73,600৳","68,490৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz RAM (Extra Ram Slot Available),1TB HDD,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11 Lisence,SLATE GREY
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I3 11th Gen 4GB RAM 512GB SSD Laptop (Peacock Blue),"58,000৳","56,800৳",In Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i3-1115G4 Processor ', '4GB DDR4 RAM', '512GB PCI-E G3 SSD', '15.6"" FHD LED Display']",AMD Ryzen™ 7 7730U,4GB DDR4 3200MHz RAM (Extra Ram Slot Available For Expand),512GB PCI-E G3 SSD (Extra Hard Disk Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10 Home (Genuine),Peacock Blue
ASUS VIVOBOOK 15 X513EP 15.6-INCH FULL HD DISPLAY CORE I7 11TH GEN 8GB RAM 512GB SSD LAPTOP WITH MX330 2GB GRAPHICS (BQ896W-BQ897W),"112,000৳","56,800৳",In Stock,Asus,X513EP,2 Years,"['11th Gen Intel Core i7 1165G7', '512GB PCIe SSD', 'Nvidia MX330 2GB GDDR5', '15.6"" (16:9) LED-backlit FHD ']",AMD Ryzen™ 7 7730U,8 GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCIe SSD (Extra HDD Slot Available),3 -Cell 42 Wh Battery,Windows 10,Cobalt Blue - BQ897W // Bespoke Black - BQ896W
